tosca_01_1,tosca_01_2,tosca_01_3,tosca_01_4,tosca_02_1,tosca_02_2,tosca_02_3,tosca_02_4,tosca_03_1,tosca_03_2,tosca_03_3,tosca_03_4,tosca_04_1,tosca_04_2,tosca_04_3,tosca_04_4,tosca_05_1,tosca_05_2,tosca_05_3,tosca_05_4,tosca_06_1,tosca_06_2,tosca_06_3,tosca_06_4,tosca_07_1,tosca_07_2,tosca_07_3,tosca_07_4,tosca_08_1,tosca_08_2,tosca_08_3,tosca_08_4,tosca_09_1,tosca_09_2,tosca_09_3,tosca_09_4,tosca_10_1,tosca_10_2,tosca_10_3,tosca_10_4,tosca_11_1,tosca_11_2,tosca_11_3,tosca_11_4,gasp_1,gasp_2,gasp_3,gasp_4,gasp_5,gasp_6,gasp_7,gasp_8,gasp_9,gasp_10,gasp_11,gasp_12,gasp_13,gasp_14,gasp_15,gasp_16,bf_3,bf_8,bf_13,bf_18,bf_23,bf_28,bf_33,bf_38,bf_43,bf_48,bf_53,bf_58,sex,gender,age,ethnicity,WC,consc,tos_gu,tos_sh,gu_nbe,gu_rep,sh_nse,sh_wth,gutot,shtot
5,2,4,3,4,3,3,3,3,2,5,1,3,2,2,4,2,2,2,5,1,4,3,5,2,3,5,3,2,2,2,5,2,4,5,2,4,2,4,2,2,5,2,2,2,6,6,2,6,6,2,2,6,6,6,4,6,6,6,5,4,4,2,2,4,4,3,2,3,2,3,4,Female,Female,18,Asian or Asian American,60,2.416666667,4.636363636,3.090909091,19,24,24,10,43,34
4,3,5,4,4,1,1,4,2,2,2,2,4,4,2,5,2,2,4,5,2,4,3,5,1,1,5,3,3,1,1,5,2,3,5,3,2,2,4,2,1,5,4,1,6,7,7,1,7,7,2,2,7,6,7,1,4,6,7,7,1,1,5,5,1,1,5,5,5,2,5,2,Female,Female,20,Hispanic or Latino,88,4.833333333,4.545454545,2.545454545,26,28,24,6,54,30
3,3,5,4,4,1,1,3,5,4,2,4,3,2,1,2,4,4,5,5,5,5,5,5,3,1,5,5,1,4,5,5,5,5,5,5,4,4,5,5,4,4,4,5,7,6,5,5,7,7,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,3,4,3,4,2,3,4,Female,Female,22,Asian or Asian American,13,3.166666667,4.272727273,3.727272727,22,23,22,20,45,42
5,2,5,3,5,5,1,1,1,1,3,3,1,1,1,5,1,1,1,5,1,2,1,5,1,4,3,4,1,3,1,5,2,1,5,1,1,1,5,1,3,5,5,1,7,1,7,2,6,2,4,1,7,2,6,1,6,1,6,6,4,4,4,1,5,4,3,1,3,2,4,2,Female,Female,19,Asian or Asian American,55,2.583333333,4.636363636,2.636363636,21,19,17,8,40,25
5,1,5,1,1,1,1,5,1,2,4,2,1,1,1,4,1,1,4,5,2,5,2,5,1,1,5,5,4,2,1,4,3,4,4,2,5,1,5,1,4,5,2,4,4,7,7,1,7,6,7,1,4,5,7,2,7,6,7,6,2,4,4,4,2,4,3,4,4,2,4,3,Female,Female,22,Asian or Asian American,94,3.5,4.272727273,2.909090909,20,28,25,11,48,36
5,2,5,2,5,1,3,4,2,3,3,5,1,1,2,5,3,2,5,5,1,4,2,5,3,1,5,3,3,4,4,5,3,3,5,3,4,2,5,1,1,5,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,4,5,3,2,5,5,5,1,5,2,Male,Male,22,Non-Hispanic White or Caucasian,71,4.25,4.818181818,3.181818182,16,16,16,16,32,32
5,3,5,3,4,1,1,5,5,2,4,3,1,1,1,5,1,1,5,5,1,5,3,5,2,2,5,3,1,1,1,5,3,5,5,2,4,1,5,1,1,3,3,3,6,7,7,1,7,7,4,1,6,4,7,1,7,6,6,5,1,2,5,4,3,2,5,4,4,1,3,2,Male,Male,24,Asian or Asian American,5,4.166666667,4.636363636,3.090909091,23,27,25,7,50,32
4,3,5,3,4,1,3,5,4,4,3,4,2,1,1,5,2,2,5,5,4,2,5,5,2,3,4,5,2,4,4,5,3,4,5,4,5,2,5,2,1,4,5,4,7,7,7,3,6,4,5,4,5,4,6,4,4,4,6,4,1,1,5,4,3,2,4,5,4,1,4,2,Male,Male,18,Asian or Asian American,25,4.333333333,4.545454545,3.363636364,20,25,19,16,45,35
5,2,5,1,5,2,2,3,5,5,5,4,3,5,1,5,3,2,4,5,2,4,4,4,2,4,5,4,2,5,1,4,3,5,5,4,5,1,5,1,2,5,2,1,6,7,7,2,6,7,2,2,4,5,5,6,6,7,7,6,4,3,3,4,3,5,3,4,4,2,2,5,Male,Male,20,Asian or Asian American,63,2.833333333,4.818181818,3.727272727,23,25,25,12,48,37
4,4,4,1,5,1,3,3,4,4,3,3,4,1,1,4,1,3,4,4,1,1,5,4,1,1,5,5,1,4,1,4,3,1,5,2,5,1,5,1,1,5,3,1,2,7,7,1,7,7,3,3,4,5,7,1,6,7,7,7,1,1,5,5,2,3,5,4,5,3,5,2,Female,Female,21,Hispanic or Latino,51,4.416666667,4.363636364,2.727272727,20,28,25,8,48,33
5,1,5,3,5,2,1,3,5,5,5,5,1,1,4,5,1,5,3,5,4,5,5,5,4,1,5,5,5,3,5,4,1,4,5,3,5,2,5,1,5,5,1,5,6,7,4,2,6,7,2,1,4,5,7,1,4,6,7,6,1,2,5,5,2,3,4,5,5,1,5,5,Male,Male,21,"Black or African American,Non-Hispanic White or Caucasian",99,4.25,4.909090909,3.636363636,22,27,20,6,49,26
4,4,4,3,4,4,4,3,5,1,4,3,2,4,3,3,4,3,4,5,2,3,4,4,3,4,4,4,4,4,4,2,3,4,4,3,4,2,4,2,2,4,4,3,5,5,6,5,5,6,4,3,6,6,6,5,6,6,5,7,4,4,4,4,2,4,4,4,4,2,4,3,Female,Female,21,Asian or Asian American,10,3.416666667,3.818181818,3.909090909,24,21,24,17,45,41
2,4,5,2,5,1,1,2,5,2,2,4,2,2,3,4,2,2,5,5,1,5,1,5,1,1,5,5,4,2,1,5,4,2,5,5,5,1,5,1,4,2,5,1,5,7,5,2,6,7,2,4,7,6,7,1,6,3,7,2,5,5,1,2,5,5,1,2,3,4,1,5,Female,Female,18,Asian or Asian American,123,1.416666667,4.363636364,3.363636364,17,27,24,9,44,33
4,1,5,2,4,1,1,5,4,2,3,4,2,2,4,3,2,2,5,5,2,4,4,4,4,1,4,1,2,5,4,4,3,4,3,4,4,3,3,2,3,2,3,4,1,2,4,3,5,3,3,4,4,2,4,3,3,4,4,3,2,5,5,4,3,3,3,2,5,1,3,2,Female,Female,21,Asian or Asian American,39,3.5,3.636363636,3.272727273,12,15,12,13,27,25
4,3,5,1,5,1,1,3,5,1,5,4,1,3,2,5,1,1,5,5,1,2,5,5,3,1,5,5,3,1,1,3,3,5,5,3,5,1,5,1,1,5,1,1,2,5,5,2,2,6,3,2,6,6,6,2,6,4,5,3,3,4,5,3,4,4,2,2,4,1,3,4,Female,Female,21,Asian or Asian American,36,2.916666667,4.818181818,2.909090909,15,18,23,9,33,32
5,2,5,3,5,3,2,3,4,3,3,3,1,1,2,4,2,2,3,5,2,5,1,5,1,2,5,4,2,5,5,4,3,2,4,1,3,1,5,1,2,5,5,1,5,6,6,6,2,7,5,1,7,6,6,2,6,6,6,6,2,2,4,5,3,2,4,5,4,2,5,3,Female,Female,18,Non-Hispanic White or Caucasian,68,4.083333333,4.545454545,3.636363636,24,20,25,14,44,39
4,2,4,3,4,4,4,4,5,3,3,5,1,1,1,4,3,3,3,5,2,4,4,4,3,3,5,5,3,1,4,3,4,4,4,4,1,3,4,3,4,4,4,4,3,7,5,4,5,7,4,5,4,4,5,5,5,5,5,5,5,5,4,1,NA,4,2,3,5,2,2,5,Female,Female,20,Asian or Asian American,51,NA,4,3.272727273,17,22,21,18,39,39
5,1,5,2,5,5,2,3,5,3,3,2,4,1,1,5,2,1,4,5,1,5,2,5,4,1,5,3,2,5,4,4,4,5,4,2,5,1,5,1,2,5,5,2,7,6,7,4,5,6,5,2,7,7,4,3,7,6,5,7,3,3,5,5,2,2,4,5,5,4,5,3,Female,Female,21,Non-Hispanic White or Caucasian,65,4,4.636363636,4.181818182,27,20,27,14,47,41
4,4,5,5,4,1,5,5,4,2,4,1,2,4,2,5,1,4,5,5,2,5,4,5,4,1,5,2,4,1,1,4,3,4,4,2,5,1,5,1,2,4,5,1,1,6,6,2,2,6,3,1,7,2,6,1,6,6,5,5,3,4,4,3,4,4,3,2,4,2,5,4,Male,Male,21,Non-Hispanic White or Caucasian,80,3,4.545454545,3.090909091,19,19,20,7,38,27
3,1,5,1,5,1,2,5,5,3,4,5,1,5,5,3,5,1,5,5,1,4,5,5,3,1,5,5,4,4,1,3,4,5,5,3,4,1,5,1,1,5,3,1,7,6,7,4,7,7,5,1,7,6,6,3,6,6,7,6,1,4,5,5,1,2,5,5,5,1,5,4,Female,Female,20,Hispanic or Latino,119,4.416666667,4.545454545,4,26,26,26,13,52,39
5,3,4,1,5,1,1,3,5,4,4,1,2,4,3,4,4,1,2,5,1,5,2,5,2,1,5,5,2,4,2,4,4,5,5,2,5,2,5,1,2,4,5,3,6,7,7,2,6,7,6,2,7,6,5,2,5,6,6,7,2,4,4,4,2,2,4,4,4,2,4,2,Female,Female,20,Asian or Asian American,94,3.833333333,4.545454545,4.272727273,26,24,25,12,50,37
5,1,5,2,5,2,1,2,5,3,2,4,4,3,1,5,1,1,5,5,1,5,4,4,2,1,5,5,5,1,1,5,1,4,4,4,5,1,5,1,2,5,2,2,3,5,7,1,7,7,2,6,6,6,5,4,7,6,7,2,5,5,2,4,5,5,1,1,4,1,5,1,Male,Male,21,Asian or Asian American,50,2.583333333,4.545454545,3.272727273,17,24,27,13,41,40
5,3,5,1,5,1,1,4,5,2,4,4,3,3,3,4,2,2,4,5,3,1,3,3,1,1,4,5,3,2,3,1,3,5,4,3,5,1,3,1,1,4,5,2,4,2,3,2,5,7,3,2,4,6,7,1,7,4,7,5,5,5,3,2,5,4,2,2,2,2,3,5,Female,Female,20,Asian or Asian American,121,2,3.818181818,3.545454545,17,21,23,8,38,31
5,2,5,4,5,4,1,3,5,1,4,4,2,2,2,5,2,2,3,5,1,5,2,5,4,1,5,5,4,2,1,3,2,5,4,3,5,1,5,1,1,5,4,1,3,6,6,4,5,6,2,2,4,5,5,3,6,6,2,5,5,5,4,1,5,5,1,2,4,2,4,5,Female,Female,19,Non-Hispanic White or Caucasian,95,2.083333333,4.636363636,4,18,18,23,11,36,34
5,3,5,3,5,2,2,4,5,4,4,3,3,4,1,5,2,1,4,5,1,5,3,5,3,1,5,5,2,4,4,3,3,3,5,3,4,1,5,1,2,5,5,4,7,5,7,1,5,7,3,5,7,7,4,1,7,7,6,6,1,1,4,5,2,4,5,5,4,1,5,3,Female,Female,21,Non-Hispanic White or Caucasian,150,4.333333333,4.727272727,3.727272727,27,20,28,10,47,38
5,2,4,3,5,2,1,4,5,2,4,2,2,4,3,5,3,2,4,4,1,5,3,5,4,1,4,3,3,4,3,4,2,5,4,3,4,1,5,3,1,4,4,1,6,5,7,3,5,5,3,2,6,7,4,2,5,7,5,4,2,2,4,4,2,2,4,4,3,2,3,4,Male,Male,19,Non-Hispanic White or Caucasian,105,3.666666667,4.363636364,3.909090909,23,19,24,10,42,34
2,3,4,4,4,2,4,4,4,4,3,3,3,4,4,3,2,3,4,4,4,3,4,3,2,3,4,3,3,2,3,3,4,4,4,3,4,3,4,2,3,4,4,3,3,4,4,5,5,4,4,5,6,6,5,3,3,4,4,4,3,3,3,4,3,3,4,4,4,3,4,3,Male,Male,18,Hispanic or Latino,12,3.416666667,3.636363636,3.090909091,17,18,17,17,35,34
2,4,4,1,4,1,1,4,1,1,4,4,4,4,2,4,1,1,2,5,3,4,4,4,4,1,4,1,4,1,1,4,1,4,3,4,4,1,4,1,4,4,1,1,5,1,6,6,5,2,6,2,5,6,5,2,6,6,6,5,4,4,4,2,4,3,2,4,4,2,4,4,Male,Male,26,Asian or Asian American,51,2.916666667,4,2,21,17,20,16,38,36
5,3,5,3,4,1,1,3,1,1,5,3,3,4,2,4,1,3,4,5,1,4,4,4,2,1,2,1,2,1,4,4,2,4,4,2,5,1,5,1,2,4,4,1,6,2,4,2,7,7,2,2,6,3,7,1,5,2,7,4,4,2,5,2,4,4,3,3,4,2,5,1,Female,Female,19,Non-Hispanic White or Caucasian,317,3.416666667,4.181818182,2.636363636,18,23,19,7,41,26
4,3,4,1,5,1,1,4,4,2,3,3,2,4,3,5,1,4,5,5,3,4,4,5,1,1,3,4,3,2,3,3,3,3,4,2,5,1,4,1,2,3,2,1,6,6,6,2,4,4,2,3,5,5,5,3,4,5,6,4,4,4,4,2,4,4,3,3,3,4,3,4,Male,Male,19,Asian or Asian American,37,2.5,4,3,20,21,19,10,41,29
3,4,4,3,4,2,3,2,4,2,4,2,4,4,3,3,2,2,3,5,2,1,2,3,4,2,4,3,4,3,3,4,2,4,4,3,2,2,4,2,2,4,3,3,5,6,5,5,3,5,5,3,5,6,3,4,5,3,6,6,2,2,5,4,2,2,3,4,4,2,4,1,Male,Male,25,Asian or Asian American,34,4.083333333,3.909090909,2.727272727,19,18,21,17,37,38
5,4,5,5,5,4,1,5,4,1,4,5,2,1,2,3,4,1,4,5,1,5,2,5,4,3,5,2,5,2,1,5,4,4,4,2,5,1,5,1,5,5,4,1,2,3,4,2,6,7,3,2,6,5,3,4,6,7,7,7,5,5,4,1,5,5,1,3,4,2,4,5,Male,Male,19,"Asian or Asian American,Non-Hispanic White or Caucasian",115,2.166666667,4.636363636,3.727272727,22,19,22,11,41,33
5,3,5,2,5,4,2,2,5,5,5,3,2,4,3,5,4,1,2,5,2,5,3,5,3,3,5,5,4,4,4,5,5,5,5,3,4,1,5,1,1,4,5,1,6,7,7,6,6,5,4,7,6,5,6,3,3,3,6,6,2,4,4,4,3,3,4,5,4,1,4,3,Female,Female,21,Asian or Asian American,80,3.75,4.909090909,4.454545455,21,25,20,20,46,40
5,1,5,1,5,1,1,5,5,1,3,1,1,1,1,3,3,3,2,3,3,3,4,4,3,3,4,3,2,3,3,4,3,3,4,4,3,3,4,4,3,3,4,4,4,3,4,4,3,4,3,4,4,3,4,4,3,2,3,4,3,4,2,2,3,3,3,3,3,3,3,3,Female,Female,21,Asian or Asian American,21,2.75,3.818181818,3.090909091,14,13,14,15,27,29
4,1,5,4,5,1,3,2,2,3,3,2,2,2,2,4,1,5,4,5,1,3,4,5,1,1,5,4,3,1,2,5,3,2,5,1,4,1,5,1,1,5,1,2,2,4,5,1,4,4,3,2,4,7,7,2,7,7,6,7,2,2,5,4,2,2,4,5,4,2,4,4,Male,Male,21,Other (please identify),43,4,4.727272727,2.272727273,20,21,23,8,41,31
5,2,5,3,4,1,2,3,4,4,2,2,2,3,2,4,2,1,4,5,1,5,1,5,1,1,5,4,2,3,4,3,2,4,4,2,3,1,5,1,1,5,3,1,5,6,3,4,3,5,1,6,7,6,3,1,3,5,7,6,1,5,4,5,4,2,3,4,4,2,4,3,Male,Male,25,Non-Hispanic White or Caucasian,45,3.583333333,4.272727273,3.272727273,23,19,17,12,42,29
5,1,5,4,4,3,5,5,3,4,3,4,4,4,4,2,2,4,5,5,3,3,4,4,1,2,5,5,3,3,1,2,5,5,4,4,5,1,5,1,5,5,5,5,4,7,6,5,2,7,5,3,2,4,6,2,6,6,6,3,2,1,5,5,2,2,5,5,5,1,5,2,Female,Female,19,Non-Hispanic White or Caucasian,37,4.666666667,4,3.909090909,15,21,23,15,36,38
4,3,4,2,4,3,2,3,2,2,2,3,1,1,3,3,1,4,2,4,1,2,3,5,2,2,4,4,3,3,3,3,4,3,5,2,4,2,3,2,2,2,4,4,2,4,2,1,2,2,4,3,2,2,5,2,2,3,2,3,1,3,4,5,5,2,4,4,4,2,4,4,Male,Male,21,Non-Hispanic White or Caucasian,49,3.666666667,3.545454545,3,10,13,8,10,23,18
4,3,4,2,4,2,2,3,4,2,2,4,2,2,2,4,2,2,3,4,2,2,4,2,2,2,4,4,2,4,2,2,2,4,4,2,4,2,4,2,2,4,2,2,2,4,5,2,4,6,2,2,2,3,2,2,2,6,6,3,3,3,3,3,3,4,3,4,3,2,4,3,Male,Male,NA,,9,3.166666667,3.454545455,3.090909091,13,16,16,8,29,24
5,2,5,3,3,2,1,4,2,2,2,2,1,1,1,4,2,4,4,4,1,5,2,5,1,1,4,5,1,5,1,5,2,4,4,1,4,1,4,1,3,2,2,4,7,5,7,6,5,6,4,4,5,3,4,1,5,2,2,7,3,3,4,3,3,2,4,4,5,2,3,4,Female,Female,20,"Hispanic or Latino,Other (please identify)",12,3.5,3.818181818,3.363636364,21,16,21,15,37,36
5,2,5,4,3,3,3,5,5,3,1,3,3,4,3,3,3,3,4,5,5,5,5,2,3,1,5,5,1,5,1,5,4,5,4,1,4,1,5,1,3,5,5,1,6,6,7,7,6,7,3,3,7,7,7,4,6,3,6,7,3,3,3,4,3,3,4,3,3,3,3,1,Female,Female,20,Non-Hispanic White or Caucasian,24,3.333333333,3.909090909,4.363636364,23,25,27,17,48,44
4,2,5,1,4,3,3,4,4,2,4,2,3,3,1,5,2,1,2,5,1,5,2,5,2,2,5,5,1,2,1,5,1,4,5,1,5,1,5,1,1,5,4,1,6,6,7,5,7,5,4,2,7,6,6,3,6,5,5,5,2,3,3,2,4,3,3,3,4,1,4,3,Female,Female,19,Non-Hispanic White or Caucasian,9,3.25,4.818181818,3.545454545,23,24,24,14,47,38
4,2,5,2,4,3,3,4,4,1,3,5,2,4,3,2,2,1,2,5,1,4,2,5,3,2,5,3,4,2,1,3,3,5,4,3,5,1,4,1,2,4,5,1,5,4,2,3,6,4,6,7,7,3,5,2,6,4,5,2,4,5,2,5,4,4,3,4,3,4,3,4,Female,Female,19,Asian or Asian American,102,2.583333333,4,3.636363636,18,20,15,18,38,33
5,2,5,1,4,1,1,3,3,1,4,4,2,3,1,5,1,2,3,5,1,2,2,5,1,1,5,5,3,4,5,5,3,5,5,1,4,1,5,1,1,5,3,1,7,4,7,3,7,7,5,1,7,6,7,1,6,7,7,6,4,3,4,3,2,5,5,5,5,1,5,4,Female,Female,20,Asian or Asian American,31,3.666666667,4.818181818,3.090909091,27,25,26,10,52,36
5,3,5,2,4,1,2,3,5,5,5,4,1,2,1,5,1,1,2,5,1,5,1,5,5,1,5,3,1,5,1,5,2,4,5,2,5,1,5,1,1,5,5,1,5,4,7,1,7,6,3,1,7,6,6,3,4,7,7,5,5,5,3,1,5,5,1,4,5,4,4,4,Female,Female,20,Hispanic or Latino,111,2.166666667,4.909090909,3.636363636,24,24,23,8,48,31
5,2,4,4,1,1,1,5,5,1,1,4,4,1,2,4,3,3,4,5,1,1,4,4,3,1,5,4,5,1,1,2,4,1,5,1,2,1,5,1,4,4,1,3,7,4,1,1,6,7,6,4,6,6,7,1,5,1,6,2,1,1,5,5,1,3,4,5,5,1,5,5,Female,Female,21,Hispanic or Latino,190,4.416666667,3.636363636,2.363636364,16,23,19,12,39,31
1,4,5,1,5,1,1,5,1,1,5,1,1,1,1,5,1,1,3,5,1,1,5,3,1,1,3,3,1,4,1,5,3,2,5,1,4,1,5,1,2,5,5,4,7,7,6,7,7,6,6,6,6,5,6,3,6,7,7,6,3,1,5,3,2,1,2,4,4,3,5,2,Female,Female,19,Other (please identify),37,3.916666667,4.636363636,2.181818182,26,27,23,22,53,45
4,2,5,4,4,3,1,4,5,2,3,3,3,1,2,3,3,2,5,5,1,5,3,5,1,1,5,5,3,2,3,2,2,5,4,1,5,1,5,1,1,5,2,1,4,2,7,3,4,7,3,1,6,4,4,1,5,7,2,5,5,5,3,1,5,5,1,1,3,4,1,4,Female,Female,28,Non-Hispanic White or Caucasian,74,1.5,4.181818182,3.727272727,22,12,23,8,34,31
5,1,3,1,3,1,3,4,5,3,3,4,1,1,1,5,1,1,3,5,1,3,3,4,1,1,5,5,4,1,3,4,1,4,4,2,5,1,1,1,1,5,1,1,1,6,7,6,4,7,1,1,5,5,7,3,7,7,3,6,2,4,5,5,3,2,4,4,5,1,4,4,Male,Male,20,"Asian or Asian American,Non-Hispanic White or Caucasian",26,3.916666667,3.818181818,2.909090909,19,20,26,11,39,37
5,2,5,5,4,1,1,5,5,5,4,4,3,2,1,5,3,1,2,5,1,4,4,5,1,1,5,5,2,4,1,4,4,5,5,2,5,1,5,1,1,5,5,1,6,6,7,2,5,7,6,6,6,7,7,1,7,6,7,5,3,4,4,4,5,2,4,3,4,2,3,3,Female,Female,21,Non-Hispanic White or Caucasian,44,3.25,4.727272727,3.909090909,23,25,28,15,48,43
4,4,4,4,4,3,4,3,1,5,4,5,3,4,2,4,1,3,2,5,5,5,2,5,5,1,5,5,3,3,4,3,1,2,5,1,1,1,4,1,2,3,4,3,7,7,7,1,5,4,4,1,5,4,5,4,4,5,5,5,5,5,4,1,NA,3,1,2,4,5,1,4,Male,Male,22,Asian or Asian American,21,NA,4.181818182,2.818181818,22,22,19,10,44,29
5,2,5,2,5,2,3,3,5,3,4,2,3,4,2,4,1,4,3,4,5,2,4,2,2,2,4,4,4,2,3,3,3,3,4,3,5,1,5,1,2,4,2,3,1,3,2,2,6,7,2,2,5,5,5,2,7,6,5,6,3,3,4,3,3,3,3,4,4,2,4,3,Male,Male,20,Non-Hispanic White or Caucasian,76,3.416666667,4,3,18,19,21,8,37,29
5,2,5,1,5,5,2,3,5,2,5,4,4,5,2,5,5,2,1,5,1,5,2,5,2,3,5,5,1,5,5,5,1,5,3,1,5,1,4,1,2,5,5,1,7,6,7,2,7,7,2,5,7,7,7,3,7,7,7,7,4,5,4,2,5,5,5,4,5,2,5,5,Female,Female,18,Non-Hispanic White or Caucasian,183,2.916666667,4.727272727,4.727272727,28,27,28,12,55,40
1,2,5,3,5,1,1,3,5,2,3,2,2,1,2,5,2,1,3,5,1,4,1,5,1,3,4,5,1,3,1,5,2,4,5,1,5,1,4,1,1,5,5,1,7,7,7,4,6,7,4,4,2,7,7,2,7,6,7,7,1,2,1,4,1,2,5,4,5,1,5,2,Female,Female,21,Hispanic or Latino,57,4.25,4.636363636,3.363636364,22,27,28,14,49,42
5,3,5,3,2,1,1,5,2,2,4,5,4,1,2,4,1,4,5,5,1,2,5,1,3,1,5,1,4,1,2,2,3,4,4,5,4,1,5,1,4,4,1,2,2,3,4,2,2,6,3,2,2,4,3,1,5,2,5,1,4,3,4,2,3,4,2,5,5,2,4,5,Female,Female,19,Non-Hispanic White or Caucasian,60,3.083333333,3.727272727,2.181818182,7,13,19,8,20,27
4,3,4,1,4,4,2,4,5,1,4,4,3,4,1,4,3,2,4,5,4,2,4,4,2,1,5,4,3,1,4,3,3,5,4,3,4,1,5,1,4,3,5,2,3,2,6,4,6,7,2,4,4,6,6,2,3,3,6,5,5,4,3,3,4,3,2,NA,3,4,4,4,Male,Male,20,Other (please identify),79,NA,4.090909091,3.454545455,15,20,22,12,35,34
5,1,5,3,1,1,3,1,4,1,2,4,1,1,1,4,1,1,5,5,1,5,1,5,2,1,5,2,2,1,1,2,3,5,5,2,5,1,5,2,2,5,2,5,1,6,4,1,6,7,5,2,7,6,5,1,7,5,6,4,5,5,3,3,4,5,3,4,3,1,4,4,Female,Female,21,Asian or Asian American,95,2.666666667,4,2.909090909,17,23,24,9,40,33
5,2,5,2,5,2,2,3,5,4,4,4,2,4,3,5,5,2,4,5,3,5,2,4,4,3,5,4,2,5,5,5,4,4,4,4,4,3,4,3,4,4,4,3,6,6,6,6,6,6,6,6,5,6,6,6,5,5,5,6,2,3,3,3,3,3,3,3,3,3,3,3,Male,Male,18,Asian or Asian American,50,3.083333333,4.545454545,4.181818182,22,23,23,24,45,47
4,3,5,3,4,2,2,4,5,3,2,3,2,2,3,4,3,1,3,5,2,4,4,4,3,3,5,5,3,4,1,4,2,4,5,2,5,1,5,1,2,5,4,1,6,3,7,5,6,7,3,2,7,7,6,2,6,7,6,4,5,3,2,2,5,4,2,2,2,4,2,4,Female,Female,19,Non-Hispanic White or Caucasian,95,1.916666667,4.363636364,3.909090909,24,21,27,12,45,39
5,1,5,2,5,2,2,4,5,2,4,2,3,3,2,4,1,2,3,5,1,2,3,5,2,2,4,4,5,1,1,1,3,3,5,2,4,1,5,1,2,5,3,2,6,7,6,2,5,7,3,3,7,7,7,2,6,6,6,5,2,2,5,4,2,3,3,5,5,2,5,4,Male,Male,19,"Asian or Asian American,Hispanic or Latino,Other (please identify)",7,4,4.363636364,2.909090909,24,25,26,10,49,36
2,1,4,3,4,2,2,4,3,2,1,4,4,3,3,3,3,4,4,4,4,4,4,4,2,2,4,3,4,2,3,2,3,4,4,3,4,2,4,2,2,4,3,2,4,6,6,4,5,6,6,3,6,6,5,4,6,6,4,3,3,3,3,4,3,2,3,4,4,2,4,4,Male,Male,19,Asian or Asian American,49,3.416666667,3.454545455,3,19,20,24,17,39,41
5,2,5,2,4,2,1,4,2,1,5,5,3,4,1,5,1,4,5,5,1,4,4,5,5,2,5,5,1,5,1,5,4,5,4,2,5,1,5,1,3,5,5,1,7,2,7,1,7,7,3,7,7,7,7,1,7,7,7,7,2,5,4,4,5,2,5,2,4,1,2,2,Male,Male,19,"Asian or Asian American,Non-Hispanic White or Caucasian",53,3.333333333,4.818181818,3.636363636,28,23,28,12,51,40
4,1,5,4,4,1,3,4,4,4,2,2,1,1,4,2,1,1,5,5,1,4,4,4,2,2,5,5,2,2,4,5,4,3,5,3,4,1,5,1,2,5,1,1,4,7,6,3,7,6,3,4,7,7,6,5,3,2,6,6,3,1,4,4,4,4,4,4,4,3,4,3,Female,Female,21,Asian or Asian American,52,3.5,4.272727273,3,19,26,22,15,45,37
5,1,5,4,5,2,1,5,5,3,4,4,2,4,3,3,2,2,5,5,1,5,3,5,2,4,4,5,4,2,1,3,3,5,5,4,5,1,5,1,2,4,5,1,6,6,7,2,4,6,5,2,7,4,6,1,6,2,3,6,3,4,3,3,4,4,3,4,4,3,5,4,Female,Female,19,Asian or Asian American,78,3,4.363636364,4,21,19,23,10,40,33
5,2,5,4,1,1,5,5,5,5,5,5,2,5,3,4,3,2,5,5,5,5,4,5,2,1,5,5,4,2,2,3,2,5,5,3,5,1,5,1,4,2,5,4,5,7,7,1,3,7,2,1,7,7,6,1,7,6,6,6,4,3,3,2,4,4,3,2,4,2,4,3,Female,Female,21,Hispanic or Latino,33,2.833333333,4.090909091,4,24,22,28,5,46,33
5,2,5,1,5,2,1,1,3,2,5,5,2,1,2,4,1,1,1,5,1,1,1,5,4,1,5,3,1,1,1,5,2,5,5,2,5,1,5,1,2,5,5,1,1,4,7,3,4,7,7,4,7,7,5,1,5,6,4,5,5,5,3,5,5,5,3,3,3,1,2,5,Female,Female,18,Asian or Asian American,13,2.416666667,4.909090909,3,19,17,26,15,36,41
2,2,4,1,5,1,2,5,4,4,3,4,1,3,2,4,1,3,5,5,1,3,4,4,5,1,5,5,3,2,4,4,1,2,5,3,2,1,5,1,2,5,3,2,4,3,4,2,3,5,3,3,5,5,5,4,5,5,5,5,3,4,5,5,2,2,3,4,5,1,5,3,Female,Female,21,Asian or Asian American,31,4,4.454545455,2.454545455,19,16,19,12,35,31
4,2,4,4,4,2,2,3,2,2,4,4,2,3,3,3,2,2,3,4,2,3,3,4,2,2,4,2,3,2,4,4,4,3,4,3,3,2,4,2,4,3,3,4,3,5,3,3,5,3,4,3,6,4,3,2,3,3,5,5,3,4,4,4,3,4,4,4,4,3,4,4,Female,Female,18,Asian or Asian American,51,3.25,3.818181818,2.636363636,17,18,13,12,35,25
5,1,5,5,5,1,1,5,4,5,4,4,1,3,1,5,1,2,3,5,2,2,3,5,3,1,5,2,3,3,1,5,3,2,5,3,4,1,5,1,1,5,1,1,7,7,6,1,5,5,3,1,6,5,7,1,7,7,7,4,3,2,5,3,2,2,2,4,5,1,5,1,Female,Female,18,Non-Hispanic White or Caucasian,83,4.083333333,4.909090909,2.363636364,24,26,23,6,50,29
