tosca_01_1,tosca_01_2,tosca_01_3,tosca_01_4,tosca_02_1,tosca_02_2,tosca_02_3,tosca_02_4,tosca_03_1,tosca_03_2,tosca_03_3,tosca_03_4,tosca_04_1,tosca_04_2,tosca_04_3,tosca_04_4,tosca_05_1,tosca_05_2,tosca_05_3,tosca_05_4,tosca_06_1,tosca_06_2,tosca_06_3,tosca_06_4,tosca_07_1,tosca_07_2,tosca_07_3,tosca_07_4,tosca_08_1,tosca_08_2,tosca_08_3,tosca_08_4,tosca_09_1,tosca_09_2,tosca_09_3,tosca_09_4,tosca_10_1,tosca_10_2,tosca_10_3,tosca_10_4,tosca_11_1,tosca_11_2,tosca_11_3,tosca_11_4,gasp_1,gasp_2,gasp_3,gasp_4,gasp_5,gasp_6,gasp_7,gasp_8,gasp_9,gasp_10,gasp_11,gasp_12,gasp_13,gasp_14,gasp_15,gasp_16,bf_3,bf_8,bf_13,bf_18,bf_23,bf_28,bf_33,bf_38,bf_43,bf_48,bf_53,bf_58,sex,gender,age,ethnicity,WC,consc,tos_gu,tos_sh,gu_nbe,gu_rep,sh_nse,sh_wth,gutot,shtot
5,3,5,5,5,1,4,3,5,1,5,3,3,3,1,5,3,4,5,5,4,3,5,3,3,1,4,4,2,4,2,4,4,4,5,3,5,1,5,1,1,5,4,1,7,6,1,1,7,7,4,2,2,3,5,1,7,6,5,7,3,3,4,3,3,5,4,3,4,3,4,4,Male,Male,22,Hispanic or Latino,122,3.083333333,4.636363636,3.545454545,22,23,18,8,45,26
5,1,5,4,5,4,2,1,5,2,5,1,1,1,4,3,2,1,4,5,1,5,1,3,1,1,5,5,1,5,1,5,1,5,2,2,5,1,5,1,1,5,2,1,7,7,7,2,7,7,3,4,7,7,7,1,7,7,7,6,3,5,4,4,4,4,3,3,5,3,5,1,Female,Female,19,Asian or Asian American,55,3.333333333,4.363636364,4.272727273,27,28,28,10,55,38
5,2,5,2,4,1,3,3,4,3,4,3,3,4,1,5,2,3,3,5,2,4,3,5,4,1,4,5,1,3,5,5,5,2,3,3,3,2,5,1,2,3,2,2,2,6,2,3,7,4,2,1,3,1,5,2,5,3,7,3,3,1,4,3,4,3,3,3,3,1,4,3,Female,Not listed,21,Asian or Asian American,53,3.416666667,4.363636364,2.909090909,11,25,12,8,36,20
5,1,5,4,5,1,2,5,5,2,3,5,1,1,2,4,2,1,3,5,2,2,4,4,3,1,3,4,4,1,1,2,2,5,3,2,5,1,5,1,1,5,5,2,7,6,7,3,5,7,5,2,3,3,5,2,7,6,4,4,2,2,5,4,4,1,4,4,5,2,4,1,Female,Female,21,Black or African American,127,4.166666667,4,3.363636364,20,20,24,12,40,36
5,2,5,1,4,1,1,4,5,3,2,3,1,1,1,4,1,1,4,5,1,5,2,5,1,1,2,5,1,1,1,3,2,3,3,2,5,1,5,1,1,5,1,1,3,5,6,1,6,6,5,2,2,5,7,2,3,6,7,7,3,3,4,2,4,2,3,2,3,2,2,4,Female,Female,21,Asian or Asian American,94,2.833333333,3.909090909,3,18,25,20,10,43,30
5,2,5,4,1,1,2,2,4,2,4,5,1,1,1,5,1,4,4,2,1,3,2,5,3,1,4,1,4,1,5,3,2,1,5,4,1,1,4,1,1,2,4,1,2,1,5,2,7,6,2,2,4,6,5,2,5,1,5,4,4,3,4,3,2,4,2,4,3,2,4,4,Male,Male,19,Asian or Asian American,113,3.083333333,3.636363636,2.090909091,11,18,22,8,29,30
4,1,4,3,2,2,3,4,5,2,4,4,4,4,1,4,1,4,4,4,1,4,3,4,2,3,4,5,4,3,2,2,2,4,4,2,5,2,5,1,2,4,3,2,6,4,6,1,6,7,5,2,7,7,6,2,4,6,6,6,2,3,4,4,4,1,3,4,4,3,3,4,Male,Male,27,"Asian or Asian American,Non-Hispanic White or Caucasian",76,3.416666667,3.727272727,3.363636364,25,22,24,10,47,34
5,1,5,2,4,3,1,4,5,4,2,4,1,2,3,4,3,1,4,5,3,5,4,5,3,1,5,5,1,2,5,4,3,5,4,2,5,1,5,2,3,5,4,2,3,5,7,2,4,7,6,1,6,6,7,4,4,5,5,3,4,5,4,4,3,3,4,5,5,3,5,3,Female,Female,18,"Asian or Asian American,Hispanic or Latino",105,3.5,4.363636364,4.090909091,17,21,24,13,38,37
5,2,5,1,5,2,1,3,5,1,4,2,3,5,2,5,2,1,1,5,1,4,2,5,3,1,5,4,1,5,1,5,2,4,5,3,4,1,5,1,2,5,4,1,6,6,7,2,7,7,1,3,6,7,6,5,7,7,7,7,4,2,3,2,2,5,2,2,4,2,2,3,Male,Male,18,Asian or Asian American,415,2.75,4.909090909,3.727272727,26,26,28,11,52,39
5,3,5,2,5,4,1,3,5,2,4,3,2,1,1,5,2,2,3,5,1,5,4,5,2,2,5,5,1,5,1,5,1,5,5,2,5,2,5,1,3,5,5,1,4,3,7,6,7,7,5,7,6,3,7,3,6,5,7,7,4,4,2,3,5,2,4,3,3,2,2,4,Female,Female,22,Non-Hispanic White or Caucasian,60,2.666666667,4.909090909,4.272727273,22,24,23,21,46,44
4,2,5,5,5,4,1,5,1,5,5,5,1,1,5,4,1,2,5,5,5,4,5,2,1,1,1,5,5,1,1,2,5,5,2,1,5,1,5,1,1,5,5,1,2,1,7,1,2,7,7,2,5,7,2,4,5,6,3,5,2,4,2,1,5,4,2,2,2,4,4,4,Female,Female,21,Hispanic or Latino,31,2.166666667,3.727272727,3.636363636,18,8,26,14,26,40
5,3,5,2,4,1,4,5,4,3,5,5,2,2,1,5,1,1,5,5,1,4,5,5,4,1,5,2,5,2,4,4,3,5,5,5,5,1,5,1,2,5,3,1,7,6,7,6,6,7,5,6,7,6,5,1,7,6,6,7,4,5,3,4,5,2,2,2,4,3,4,4,Female,Female,21,Hispanic or Latino,72,2.666666667,4.818181818,3,27,23,27,18,50,45
5,3,5,3,3,1,2,4,5,4,4,3,2,2,3,4,4,2,4,5,3,5,3,5,2,1,5,5,4,2,2,3,3,5,5,3,5,2,5,2,2,5,5,2,1,6,7,4,5,7,5,3,6,6,6,3,6,6,6,6,4,4,4,3,3,5,3,3,4,4,4,4,Female,Female,19,Asian or Asian American,78,2.75,4.454545455,4.090909091,19,23,26,15,42,41
5,3,4,3,4,1,2,4,4,1,5,4,3,3,4,3,1,1,4,5,4,5,4,4,3,1,4,3,2,2,1,5,4,5,5,4,3,2,5,2,3,5,5,3,3,6,7,3,7,6,4,2,7,6,7,5,7,6,6,6,3,4,4,3,4,3,4,2,3,1,3,3,Female,Female,21,Hispanic or Latino,52,3.083333333,4.454545455,3.454545455,22,26,26,14,48,40
4,3,5,1,5,1,3,5,5,5,2,5,1,3,2,4,1,1,4,5,4,5,4,5,2,2,5,5,3,2,2,4,3,4,4,4,5,1,5,1,2,4,3,2,3,3,5,2,6,7,6,1,7,5,4,1,3,3,7,6,2,4,4,4,3,3,4,4,3,3,4,2,Male,Male,22,Asian or Asian American,53,3.5,4.363636364,3.363636364,19,20,20,10,39,30
5,1,5,3,1,1,1,5,5,5,3,5,5,4,5,1,1,1,4,5,1,5,3,5,4,1,5,5,3,2,1,1,4,5,4,5,5,1,5,1,4,4,1,5,7,5,2,2,2,4,4,7,7,6,4,6,5,2,4,1,5,5,4,3,4,3,2,4,2,4,5,5,Female,Female,20,Non-Hispanic White or Caucasian,41,2.5,3.545454545,3.636363636,17,15,17,19,32,36
5,3,5,1,5,2,1,3,5,1,3,3,1,4,2,5,5,1,3,5,1,5,3,5,5,1,5,5,2,1,1,4,1,5,5,1,5,1,5,1,1,5,5,1,6,7,7,2,6,7,1,1,7,7,7,1,2,7,7,7,3,5,4,3,3,3,3,4,3,2,4,2,Male,Male,18,Asian or Asian American,31,3.25,4.727272727,4.090909091,27,27,23,5,54,28
5,3,5,2,5,2,1,4,5,2,2,4,1,4,3,5,1,1,3,5,1,5,3,5,2,1,5,5,2,5,4,5,3,3,4,3,4,1,5,1,1,5,1,1,5,7,5,2,4,7,3,1,6,6,7,1,7,5,4,5,2,4,4,4,5,1,4,4,5,1,3,3,Female,Female,21,Other (please identify),98,3.666666667,4.636363636,3.545454545,21,22,25,7,43,32
5,1,5,2,4,2,1,4,5,1,4,3,1,1,3,5,4,1,4,5,4,5,4,5,1,1,5,5,1,4,5,5,4,5,5,2,5,2,5,1,4,4,5,4,2,7,6,4,7,6,6,2,5,6,7,2,6,7,7,7,2,3,5,5,3,5,5,5,5,1,5,4,Female,Female,21,Non-Hispanic White or Caucasian,16,4,4.727272727,4.363636364,21,28,24,14,49,38
4,3,5,2,5,4,1,4,4,3,3,2,4,1,1,5,1,1,2,4,1,3,2,5,1,1,4,4,2,2,4,4,3,4,3,1,1,1,5,1,1,5,3,1,1,3,6,3,6,4,4,3,7,5,6,5,4,6,6,5,1,2,5,4,3,2,4,4,5,1,4,3,Female,Female,20,Non-Hispanic White or Caucasian,54,4.166666667,4.363636364,2.818181818,19,21,19,15,40,34
5,3,5,3,5,2,4,4,5,4,5,5,4,4,3,5,3,2,3,5,1,5,2,5,3,2,4,3,1,4,2,5,4,5,5,4,5,1,5,1,4,5,4,4,7,6,7,4,7,7,4,6,7,7,7,5,7,7,7,6,3,4,4,3,3,2,3,3,4,2,4,3,Female,Female,22,Asian or Asian American,46,3.333333333,4.909090909,4,27,27,28,19,54,47
2,1,5,1,5,1,1,4,5,3,4,2,1,1,1,5,1,1,5,5,1,3,3,5,1,1,5,5,1,1,1,5,2,3,5,1,4,1,5,1,1,5,2,1,7,7,7,1,7,7,3,1,7,5,7,3,7,7,7,6,1,3,4,5,3,2,4,4,4,1,5,2,Female,Female,29,Non-Hispanic White or Caucasian,42,4.166666667,4.909090909,2.545454545,27,28,26,8,55,34
5,1,5,1,5,1,1,5,5,1,5,1,3,3,1,5,1,5,5,5,1,3,5,5,5,1,5,5,1,5,1,5,5,5,5,5,5,1,5,1,1,5,5,1,2,6,2,6,5,2,6,2,6,6,6,2,2,6,6,3,5,5,5,5,5,5,3,2,3,3,2,4,Male,Male,20,Black or African American,16,2.416666667,5,3.727272727,17,23,12,16,40,28
5,5,5,5,5,1,1,5,5,5,5,5,3,1,2,4,4,5,5,5,1,5,5,5,1,1,5,5,3,4,5,2,5,5,5,5,5,1,5,5,5,1,5,5,4,3,7,3,2,7,4,3,5,7,7,1,7,3,7,7,3,4,5,3,3,5,2,3,5,2,3,5,Female,Female,19,Asian or Asian American,40,2.916666667,4.272727273,4.181818182,19,19,28,11,38,39
5,1,5,3,4,3,1,4,4,3,2,3,1,2,2,4,4,3,4,5,2,5,3,5,2,2,5,5,4,3,3,5,3,5,5,2,5,1,4,1,2,5,5,1,3,5,6,7,6,7,3,2,3,5,7,4,7,6,7,6,3,4,3,4,4,4,3,3,4,2,3,2,Female,Female,18,Non-Hispanic White or Caucasian,80,3.083333333,4.454545455,4.181818182,18,25,25,16,43,41
5,3,5,3,2,1,2,4,1,1,5,1,1,3,1,1,1,1,3,5,3,2,5,2,4,1,5,2,1,5,5,3,2,2,5,3,4,2,3,4,4,2,1,3,1,7,3,3,3,5,5,2,3,3,7,1,7,2,2,6,3,4,5,4,2,5,3,4,4,3,3,5,Male,Male,20,Non-Hispanic White or Caucasian,45,3.083333333,3.454545455,2.272727273,12,19,18,11,31,29
5,3,5,3,5,3,1,4,5,5,3,5,3,5,3,5,3,1,5,5,1,5,2,5,1,1,5,5,1,3,1,4,3,5,5,2,5,1,5,1,1,5,1,1,5,6,7,3,7,7,2,2,6,7,6,2,3,7,7,7,5,5,3,1,5,4,1,3,3,3,4,4,Female,Female,19,Non-Hispanic White or Caucasian,81,2.083333333,4.727272727,3.909090909,25,26,24,9,51,33
4,2,5,2,5,3,1,2,5,3,3,4,3,2,2,4,5,1,3,5,2,5,3,5,3,2,5,5,3,4,1,4,2,5,5,4,5,1,5,1,2,5,5,1,4,3,6,5,4,6,5,5,5,6,5,2,6,6,5,5,2,4,5,4,4,4,4,3,5,1,3,5,Female,Female,18,Non-Hispanic White or Caucasian,63,3.333333333,4.636363636,4.363636364,20,17,24,17,37,41
4,3,5,3,4,1,1,3,3,3,2,3,1,2,2,4,1,1,4,5,1,5,3,5,3,1,5,3,1,5,5,5,2,4,5,3,3,1,5,1,2,4,3,1,2,7,7,5,7,4,3,3,5,3,6,2,5,5,6,6,4,3,4,2,3,3,2,2,4,2,3,2,Female,Female,23,Hispanic or Latino,112,3,4.454545455,3.090909091,18,26,19,13,44,32
4,1,4,3,2,2,4,4,5,3,3,3,1,2,3,4,2,4,4,5,2,5,4,4,3,2,5,5,1,3,1,5,2,4,4,1,5,1,5,1,1,3,5,1,6,4,6,4,6,6,5,5,7,7,7,3,6,5,6,4,1,3,4,4,3,3,5,4,5,1,5,2,Female,Female,18,Hispanic or Latino,78,4.166666667,4,3.909090909,22,23,25,17,45,42
5,3,5,4,5,5,2,4,5,5,5,5,2,1,1,5,5,1,4,5,1,5,4,5,3,1,5,5,1,5,5,5,4,5,5,4,5,1,5,1,3,5,3,1,7,7,7,7,7,6,2,5,7,7,7,4,6,7,7,7,3,3,2,5,2,1,5,4,5,1,5,2,Female,Female,22,Other (please identify),16,4.166666667,5,4.454545455,28,28,26,18,56,44
5,1,4,1,4,1,1,2,4,1,3,3,3,2,3,3,3,1,1,5,3,4,2,2,1,1,5,4,2,3,2,2,2,5,5,1,5,1,5,1,2,2,2,2,2,7,4,3,3,5,5,5,7,6,6,3,5,5,6,5,2,4,4,2,5,2,4,4,4,2,4,2,Female,Female,19,Asian or Asian American,33,3.416666667,3.636363636,3.545454545,19,22,20,16,41,36
4,3,5,1,5,1,2,3,4,2,4,3,1,4,1,5,2,3,4,5,1,5,2,5,4,1,4,4,2,4,5,5,4,4,5,4,4,1,5,1,2,5,4,1,4,6,7,3,4,6,6,4,7,7,7,3,6,7,7,5,2,4,3,4,4,4,4,4,4,2,3,2,Male,Male,20,Asian or Asian American,123,3.333333333,4.818181818,3.363636364,23,24,26,16,47,42
5,2,5,3,5,1,1,3,5,4,4,4,4,2,1,4,1,1,5,4,2,2,4,5,3,1,5,4,3,5,3,5,4,4,5,3,5,1,5,1,1,3,2,1,2,5,5,1,5,7,3,4,5,4,7,1,6,5,7,5,5,4,3,3,5,5,2,2,3,4,2,4,Female,Female,20,Asian or Asian American,138,2,4.545454545,3.181818182,17,24,22,9,41,31
5,2,4,3,3,2,1,4,4,4,3,2,3,2,1,5,3,3,5,5,2,3,3,3,1,1,5,5,3,4,3,3,2,5,4,3,4,1,4,1,1,5,5,2,4,6,6,2,4,6,2,2,6,6,6,2,7,5,5,4,2,2,5,3,2,2,4,4,4,2,3,2,Male,Male,21,Hispanic or Latino,26,3.916666667,4,3.727272727,19,21,25,8,40,33
5,2,5,3,4,1,1,2,4,3,4,2,1,1,1,5,3,1,2,5,1,5,2,5,2,4,4,4,1,3,1,5,2,4,5,2,5,1,4,1,1,5,3,1,7,7,6,1,7,6,5,1,7,6,6,2,7,7,7,6,2,3,5,4,3,2,4,4,5,1,3,2,Female,Female,21,Asian or Asian American,69,4,4.636363636,3.454545455,27,27,25,9,54,34
5,2,5,3,4,3,4,3,4,3,3,3,3,2,3,3,3,2,3,5,3,5,3,5,2,2,5,2,3,4,2,3,4,4,4,2,4,2,4,1,2,4,4,4,3,6,7,6,4,5,3,3,4,4,4,4,4,4,4,4,3,4,2,2,3,3,3,3,3,3,3,3,Female,Female,18,Asian or Asian American,10,2.75,4.090909091,3.727272727,15,18,20,16,33,36
5,3,5,2,5,2,1,1,5,4,4,4,2,1,1,4,1,1,3,5,1,5,5,5,3,1,5,4,2,4,1,3,2,5,5,3,5,1,5,1,3,5,5,1,1,6,7,5,6,7,3,1,5,5,7,2,7,6,7,2,3,1,1,2,4,2,2,3,2,2,3,3,Female,Non-binary,20,Non-Hispanic White or Caucasian,84,2.833333333,4.636363636,3.818181818,14,26,26,11,40,37
4,2,3,3,5,1,1,2,5,1,4,4,3,1,1,5,1,5,1,NA,1,5,3,5,1,4,1,5,5,2,5,5,1,1,5,1,5,2,5,2,1,5,1,1,7,2,5,1,5,7,1,1,4,7,7,1,7,7,7,7,5,5,5,1,3,3,3,2,5,1,5,5,Male,Male,20,Non-Hispanic White or Caucasian,22,2.916666667,NA,2.818181818,25,21,26,4,46,30
5,1,5,1,5,1,3,4,5,4,5,4,4,2,3,3,1,1,3,5,1,5,2,5,1,4,5,5,2,4,2,4,3,5,5,2,5,1,5,1,1,5,4,3,3,7,7,7,6,7,4,1,7,7,6,2,7,3,4,4,4,4,3,3,5,5,2,3,4,4,5,4,Female,Female,18,Asian or Asian American,54,2.5,4.727272727,3.909090909,17,23,28,14,40,42
5,1,5,3,5,5,1,2,4,3,2,4,1,1,2,5,1,2,3,4,1,5,2,5,1,1,5,5,1,5,1,4,2,5,4,2,5,1,2,1,1,4,5,1,2,6,5,5,7,7,6,3,7,4,7,1,5,4,6,7,4,5,5,4,5,4,1,4,5,2,5,3,Female,Female,22,Asian or Asian American,109,3.083333333,4.090909091,4.272727273,20,26,21,15,46,36
5,1,5,3,5,1,2,3,4,3,2,3,3,3,3,3,4,2,3,5,3,5,3,5,4,1,5,4,2,3,4,4,3,4,4,2,5,1,5,1,1,5,5,5,6,7,7,4,6,7,3,1,7,6,7,4,7,7,7,4,3,3,5,4,3,4,4,3,4,2,3,4,Female,Female,19,Asian or Asian American,50,3.333333333,4.363636364,3.909090909,24,27,27,12,51,39
4,3,5,3,4,1,4,5,4,4,4,4,4,4,2,5,2,4,4,5,2,2,4,4,2,2,5,4,4,2,4,3,2,4,4,2,4,2,5,2,2,5,2,5,6,4,7,3,4,6,3,3,5,2,5,2,6,3,3,4,4,3,3,4,2,2,3,4,3,2,4,4,Male,Male,19,Asian or Asian American,50,3.333333333,4.454545455,2.818181818,18,16,21,11,34,32
4,1,5,3,5,1,3,5,2,5,4,5,1,5,4,5,1,5,5,4,1,5,5,2,1,1,4,5,4,1,1,3,4,1,4,5,5,1,5,1,5,5,1,1,6,5,7,2,7,4,4,1,5,6,6,3,5,5,4,7,3,3,5,4,5,4,4,4,5,1,1,4,Female,Female,23,Black or African American,64,3.25,4.181818182,2.727272727,23,22,22,10,45,32
5,2,5,4,5,4,1,1,5,5,5,3,2,1,2,4,2,1,3,5,1,2,4,4,1,2,5,5,2,2,3,4,3,5,5,1,5,1,5,1,1,4,4,1,2,7,7,1,6,7,6,2,7,7,7,2,7,7,7,6,5,5,4,3,4,4,4,3,4,2,4,5,Female,Female,20,"Asian or Asian American,Hispanic or Latino,Non-Hispanic White or Caucasian",76,2.75,4.636363636,3.727272727,22,27,28,11,49,39
5,1,5,2,5,2,1,4,5,1,4,2,1,2,4,3,4,1,2,5,1,5,2,5,1,1,5,5,4,2,2,2,2,5,5,3,5,1,5,1,2,5,5,2,5,3,7,4,6,7,6,4,7,6,5,3,6,6,6,6,4,4,3,2,4,3,2,2,3,2,4,4,Female,Female,20,Asian or Asian American,88,2.583333333,4.454545455,4.272727273,24,20,26,17,44,43
5,1,5,1,4,1,3,4,5,4,4,4,2,2,4,3,1,4,5,4,4,3,4,5,1,1,5,5,1,5,1,5,1,5,5,4,5,1,5,1,5,5,5,3,1,1,7,1,7,6,6,1,1,1,7,1,7,5,1,4,3,5,3,5,5,5,5,1,3,1,5,5,Male,Male,20,Asian or Asian American,73,2.833333333,4.545454545,4,11,16,21,9,27,30
5,2,4,4,4,3,2,3,4,3,2,3,3,2,3,3,2,3,4,5,1,5,2,5,2,1,5,4,3,4,4,3,4,5,3,3,4,1,4,1,3,4,5,2,1,6,7,5,5,7,3,1,5,7,6,2,7,6,6,6,2,3,4,5,3,2,4,4,2,1,4,4,Female,Female,20,Non-Hispanic White or Caucasian,125,3.666666667,3.818181818,4,18,23,28,11,41,39
5,1,5,1,5,1,1,1,5,1,5,5,1,1,1,1,3,1,3,5,1,5,1,5,1,1,5,5,1,5,1,5,2,5,5,1,5,1,5,1,1,5,5,1,4,7,7,7,7,7,4,1,7,7,7,4,3,7,7,7,5,1,1,4,5,1,4,2,4,1,5,2,Female,Female,21,"Asian or Asian American,Hispanic or Latino",21,3.416666667,4.636363636,4.090909091,25,28,24,16,53,40
4,2,4,2,4,2,1,2,4,2,4,3,1,1,2,4,2,1,3,4,1,4,2,4,3,1,4,3,3,3,1,3,2,4,4,2,4,2,4,2,2,4,4,1,6,5,6,2,6,6,3,2,6,6,6,2,6,6,6,6,4,4,4,4,3,4,4,4,3,2,4,4,Female,Female,19,Asian or Asian American,64,3.166666667,3.909090909,3.272727273,24,23,24,9,47,33
5,2,5,3,5,1,1,2,5,2,5,3,2,2,3,4,2,1,2,5,1,2,3,5,3,2,5,4,2,4,3,4,2,5,5,3,5,1,5,1,1,5,3,1,7,5,7,2,7,7,2,2,4,7,7,2,7,7,7,6,2,2,5,4,2,3,4,4,5,1,5,2,Female,Female,20,Other (please identify),174,4.25,4.818181818,3.545454545,24,26,28,8,50,36
1,2,4,1,2,1,4,3,1,2,3,1,3,3,2,3,1,1,1,5,1,1,1,4,1,3,3,1,1,2,1,3,2,3,2,2,3,1,2,1,1,5,1,2,3,2,7,2,2,4,2,4,4,3,4,4,3,4,3,7,3,3,2,5,3,3,3,4,3,3,4,2,Female,Female,20,Asian or Asian American,208,3.333333333,3.272727273,1.545454545,18,11,17,12,29,29
5,1,5,1,1,1,3,5,1,1,1,3,2,1,1,3,1,4,5,5,1,4,3,5,1,1,5,4,4,1,2,2,1,3,4,2,2,1,5,1,3,1,4,4,1,7,7,2,4,2,4,1,5,2,5,1,2,4,5,2,3,5,3,1,5,4,2,4,4,1,3,2,Male,Male,19,Hispanic or Latino,26,2.75,3.363636364,2.454545455,12,21,13,8,33,21
5,4,5,1,5,1,1,3,5,5,5,3,4,5,1,5,5,2,1,5,1,5,4,5,1,2,5,5,5,1,1,2,2,5,5,4,5,1,5,1,2,1,1,2,7,3,7,5,5,4,6,5,6,5,3,6,7,7,6,6,2,5,4,5,5,5,4,4,5,2,4,5,Female,Female,21,Asian or Asian American,110,3.166666667,4.363636364,3.545454545,26,17,23,22,43,45
4,1,4,4,4,4,4,2,4,4,4,2,2,2,2,4,4,2,2,4,1,5,1,5,1,1,4,4,2,4,4,4,3,5,5,2,5,1,5,1,1,5,5,1,1,7,4,4,NA,7,5,4,7,7,7,3,7,5,5,6,3,4,2,3,4,4,2,3,4,2,4,2,Female,Female,20,Asian or Asian American,15,2.916666667,4.363636364,4.181818182,19,NA,25,16,NA,41
3,4,5,3,5,1,4,4,5,2,4,4,4,3,1,5,3,1,3,5,1,5,2,5,4,1,5,5,2,4,1,4,3,5,5,3,5,1,5,1,2,4,3,1,5,4,4,1,6,7,4,2,3,6,6,1,7,5,6,6,4,5,3,4,5,3,3,2,3,2,4,3,Female,Female,20,Hispanic or Latino,59,2.75,4.727272727,3.636363636,19,22,24,8,41,32
4,3,1,2,4,1,3,4,5,3,3,4,3,4,3,2,1,5,5,4,5,5,4,5,2,1,5,5,3,1,4,4,4,5,5,5,5,1,5,1,4,4,1,1,1,5,5,4,7,7,1,1,5,2,7,1,1,4,6,2,4,2,2,3,5,5,3,3,1,4,4,4,Male,Male,20,Asian or Asian American,46,2.333333333,3.818181818,3.272727273,12,25,15,7,37,22
5,1,5,2,5,4,2,2,5,1,5,3,1,1,1,5,1,1,1,5,2,5,4,5,1,1,5,5,1,1,1,2,1,4,5,3,5,1,4,1,5,4,5,3,7,7,7,3,4,7,2,7,7,6,6,5,5,4,5,7,3,5,3,1,2,5,3,2,4,2,3,3,Female,Female,18,Asian or Asian American,40,2.666666667,4.545454545,3.727272727,25,22,25,17,47,42
5,2,5,1,5,1,1,4,5,2,1,3,5,2,1,5,2,1,1,5,1,5,1,5,1,1,5,5,1,5,1,5,2,5,5,1,5,1,5,1,1,5,5,1,7,4,7,5,7,7,3,1,2,4,7,1,4,2,7,6,4,4,4,2,4,4,3,5,4,2,4,4,Female,Female,20,Hispanic or Latino,44,3,4.636363636,4,17,25,22,10,42,32
4,4,3,1,5,3,4,4,5,3,4,3,2,5,4,4,5,2,5,5,2,5,4,5,5,1,4,4,3,3,3,4,5,2,2,4,5,2,5,1,2,4,5,2,6,3,2,2,3,6,4,6,7,7,7,1,6,6,7,7,4,2,4,3,2,5,3,4,4,1,5,1,Female,Non-binary,19,Asian or Asian American,23,3.666666667,4.090909091,4.090909091,26,20,21,13,46,34
5,2,5,2,4,2,4,3,4,4,3,3,2,4,1,4,2,2,3,5,2,5,3,4,3,2,5,5,1,5,5,5,4,2,5,4,5,1,5,1,1,5,4,2,7,7,6,5,7,6,4,5,7,6,6,5,5,7,5,7,3,3,3,4,2,4,3,2,3,1,4,3,Female,Female,22,Asian or Asian American,69,3.25,4.545454545,3.636363636,28,25,23,19,53,42
5,4,5,1,2,3,4,5,5,5,5,5,2,4,2,3,5,1,1,5,2,5,2,5,2,1,4,4,3,1,2,3,4,5,5,4,4,1,5,1,3,5,5,1,2,5,7,4,5,7,1,7,7,6,6,2,4,2,6,2,4,3,3,4,3,4,4,4,5,2,5,1,Female,Female,19,Asian or Asian American,33,3.666666667,4.272727273,4,13,22,24,14,35,38
5,1,4,1,5,1,2,3,2,4,3,3,1,2,2,4,1,2,4,4,3,4,4,4,2,1,4,3,2,3,3,4,2,3,4,2,5,1,5,1,1,4,2,1,6,5,5,2,4,5,3,2,6,3,4,2,3,6,4,5,2,2,4,3,4,3,4,3,4,2,4,2,Male,Male,20,Non-Hispanic White or Caucasian,42,3.583333333,4.090909091,2.818181818,23,17,16,9,40,25
1,2,5,2,5,2,4,4,5,2,4,4,2,3,4,4,2,4,4,5,2,4,4,4,2,1,4,2,4,1,2,4,2,4,5,5,4,4,5,4,4,5,2,5,7,6,7,1,7,6,4,2,7,6,6,4,6,6,7,7,1,1,5,4,3,2,4,4,5,1,4,4,Female,Female,19,American Indian or Alaska Native,82,4.166666667,4.545454545,2.818181818,27,26,25,11,53,36
5,2,5,3,4,3,2,4,5,2,4,3,1,4,2,4,4,2,3,4,1,4,3,5,2,1,5,4,1,5,1,5,4,5,4,3,4,1,5,1,2,5,5,1,7,7,7,5,7,7,5,3,7,7,7,2,7,5,7,7,5,5,4,2,5,4,1,3,4,4,3,1,Female,Non-binary,28,Hispanic or Latino,303,2.416666667,4.545454545,4.181818182,26,28,28,15,54,43
5,1,5,3,5,4,3,4,5,3,4,4,2,3,1,5,1,1,5,5,1,4,4,5,2,1,5,5,4,3,1,4,1,5,5,4,5,1,5,1,2,4,4,3,6,6,7,4,5,7,3,3,7,7,7,3,7,7,7,7,2,3,5,4,4,3,4,4,5,1,4,3,Female,Female,22,Asian or Asian American,152,3.833333333,4.727272727,3.818181818,27,25,28,13,52,41
3,1,5,3,5,1,1,2,1,5,1,5,1,3,1,5,3,1,2,5,1,4,2,5,1,1,5,5,4,1,1,4,2,3,5,2,5,1,4,1,1,5,1,1,4,7,5,5,7,7,2,1,5,6,4,3,7,7,7,7,5,4,3,2,5,3,3,3,4,1,3,5,Female,Female,18,Black or African American,43,2.583333333,4.454545455,2.545454545,23,25,25,11,48,36
5,2,5,3,5,1,1,3,5,3,4,3,3,2,1,4,2,2,5,5,4,3,3,2,4,2,4,2,3,4,5,5,2,4,5,2,5,1,5,1,2,4,3,2,5,6,7,2,7,7,2,2,6,4,3,2,6,6,6,6,2,4,4,5,4,2,3,4,4,2,4,4,Female,Female,20,Other (please identify),75,3.5,4.363636364,3.181818182,23,22,24,8,45,32
5,2,5,4,4,4,3,5,5,4,2,2,2,2,4,2,2,2,4,5,1,5,1,5,1,1,5,5,4,1,1,2,4,5,4,5,5,1,5,1,1,5,5,2,5,3,7,5,3,7,5,5,7,6,5,5,5,5,5,2,5,5,3,1,4,5,1,2,2,4,4,4,Female,Female,20,Asian or Asian American,54,1.833333333,4,4.181818182,19,16,25,20,35,45
