MoAimportSUM,MoAachieveSUM,IDEA8_exp,IDEA8_negativity,IDEA8_identity,IDEA8_between,IDEA8All,PSS_Family,PSS_Friends,PSS_Special,SWBscale,MindfulnessScale,BelongingScale,EfficacyScale,Exploitiveness,NPItot,Transgressions,Stress,PosDisabilityIdentity,SocMedia_maintain,SocMedia_newconnect,SocMedia_information,RaceDichotomized,EducationDichotomized,president,usdream_1,usdream_2,PhysicalDis,SensoryDis,LearningDis,PsychiatricDis,ChronicHealthDis,OtherDis,OtherDisSpecify,marriage1_1,marriage1_2,marriage1_3,marriage1_4,marriage2,marriage3,marriage4,marriage5,sex,age,sibling,armedservices,yearsservices,income,USresidency,USresidencyyears,EA_Status,Election_date,Political_views,Party_affiliation,President_coded,DisabilityIdentity,RaceCoded,EducationCoded
52,48,4,3,4,3.5,3.625,5.5,4.5,6.5,4.833333333,3.866666667,2.3,3.8,5.333333333,4,2.25,1.8,,2.6,3.5,3.5,0,1,Clinton,4,4,2,2,2,2,2,2,,30,30,20,20,3,12,4,1,1,22,"2,3,4,5",3,,2,1,22,1,1,2,3,Clinton,2,1,2
51,6,3,3.5,3,3,3.125,4.5,5,5.25,5.166666667,5.266666667,3.1,2.9,3.666666667,3,2.5,2.8,,4.2,4.25,3,1,1,HILLARY CLINTON,4,4,2,2,2,2,2,2,,20,40,60,10,3,9,5,4,2,20,5,3,,1,1,20,1,1,,2,Clinton,2,2,2
61,34,4,2.5,3.5,4,3.5,6.25,6,5.25,2.833333333,4.866666667,4.1,3.2,3,9,,,34,3.2,3.25,4,1,1,,4,4,2,2,2,2,2,2,,99,100,90,100,5,10,5,1,2,22,5,3,,1,1,11,1,1,4,,,2,4,2
77,36,3,4,3.5,4,3.625,5.5,5.25,7,5.166666667,3.2,3.7,2.8,2.666666667,3,1.25,3.6,42,3,4.25,4,0,1,neither,4,3,2,2,2,2,2,2,,30,20,40,10,4,14,2,1,2,19,3,3,,6,1,19,1,1,4,3,neither,2,1,2
44,37,3,4,3.5,4,3.625,3.5,4.25,4.75,3.333333333,4.4,2.6,3,1,0,1.25,2.6,,1,1,3,0,1,Hillary Clinton,1,1,2,2,2,2,2,,,0,0,50,50,1,26,1,2,2,22,"3,5,7",3,,5,1,22,1,1,1,1,Clinton,2,1,2
64,41,3.5,3.5,3,4,3.5,7,6.5,5,2.333333333,3.4,3.2,3.4,2,3,3,3.1,,2.4,1.25,5,0,1,None. Bernie Sanders was the only one I would have supported.,4,1,2,2,2,2,2,2,,0,10,50,40,1,12,1,2,2,23,5,3,,2,1,23,1,1,2,2,Sanders,2,1,2
68,40,4,3,4,4,3.75,4.5,4.25,4.5,6.333333333,3.733333333,2.8,2.8,4,4,2.5,3.1,37,3.4,3.75,4,1,1,Hilary Clinton,4,3,1,1,1,1,1,,,25,25,30,20,3,14,3,1,2,18,2,3,,2,2,,1,1,5,4,Clinton,2,4,2
78,42,4,3.5,4,4,3.875,7,6.25,7,5.5,4.466666667,4,3.6,1,2,1.25,1.9,,3.6,4.25,4,0,1,Trump,5,5,2,2,2,2,2,2,,30,30,15,25,5,10,2,1,2,20,"2,6",3,,3,1,20,1,1,5,6,Trump,2,1,2
61,37,4,3,3.5,4,3.625,2.25,5.5,6,4.166666667,3.933333333,3.3,3.2,2,0,1.75,2.3,34,2.4,3.25,3.5,0,1,Clinton,4,4,2,2,2,2,2,2,,20,20,30,30,3,9,1,1,2,19,"2,4",3,,2,1,19,1,1,3,3,Clinton,2,1,2
70,33,3.5,3,4,3.5,3.5,6.25,6,5.25,4,3.333333333,4.2,3,2,2,1.75,2.4,42,4,4.25,4,0,1,Neither,2,3,2,2,2,2,2,2,,20,10,35,35,3,11,2,1,1,20,"2,4",3,,1,1,20,1,1,4,4,neither,2,1,2
65,39,4,3.5,3.5,4,3.75,6.25,6.75,3.75,4.833333333,3.733333333,2.8,2.8,1,4,1,2.1,,1.8,2.5,4,,1,Hillary,2,3,2,2,2,2,2,,,10,40,40,10,2,18,3,2,2,20,"2,6",3,,2,1,20,1,1,,1,Clinton,2,7,2
55,37,3.5,4,3,3.5,3.5,7,6,7,5.666666667,3.733333333,3.4,2.8,1.333333333,5,1.75,3.1,46,2.8,3.5,3,0,1,Hillary Clinton,3,3,2,2,1,2,2,2,,20,20,20,40,4,8,2,1,2,20,3,3,,7,1,20,1,1,1,2,Clinton,2,1,2
67,32,3.5,2.5,4,4,3.5,7,6.25,6.75,4.833333333,2.666666667,4.2,3.1,1,3,1.5,2.9,,4,2.5,1.5,0,1,Hillary Clinton,4,4,2,2,2,2,2,2,,50,0,30,20,4,9,2,1,2,18,3,3,,7,1,18,1,1,2,1,Clinton,2,1,2
52,37,3,3,3.5,3,3.125,2.75,1.75,3,3,3.8,3.3,2.6,2.333333333,1,3.25,3.4,42,3.2,2.25,3,0,1,Clinton,2,3,2,2,2,1,2,2,,10,10,50,30,3,9,1,2,2,20,1,3,,1,1,20,1,1,4,3,Clinton,2,1,2
47,33,3,2.5,4,4,3.375,7,7,7,7,4.4,4.3,3.2,1.666666667,7,2.333333333,1.9,,3.2,3.75,4,0,1,Donald Trump,4,4,2,2,2,2,2,2,,20,40,15,25,3,12,1,2,2,19,"2,3,4,5,6",3,,8,1,19,1,1,4,6,Trump,2,1,2
65,37,4,3,4,3,3.5,7,6.75,5.75,5.5,4.266666667,2.7,3.2,1,3,1,2.5,,3,3.75,3.5,0,1,,4,4,2,2,2,2,2,,,25,15,45,15,4,11,3,1,2,20,"2,3,4,5,7",3,,6,1,20,1,1,5,5,,2,1,2
71,41,3.5,3,4,4,3.625,7,6.75,6,6,4.866666667,2.3,3.8,1,0,1.25,2.6,51,3,3.25,4,0,1,none of them but am voting for Hillary,1,3,2,2,2,2,2,1,Asthma,30,25,20,25,4,9,1,2,2,21,"2,4",3,,4,1,21,1,1,1,2,Clinton,2,1,2
61,28,2.5,3,2.5,3.5,2.875,5,5,5,6,3.4,2.9,2.8,1,5,1.5,2.5,,3.2,3,2.5,0,1,Hillary Clinton,3,4,2,2,2,2,2,,,30,30,20,20,5,10,2,1,2,20,"2,4,6",3,,8,1,20,1,1,2,2,Clinton,2,1,2
58,34,4,3.5,4,3.5,3.75,6.25,6,3,4.833333333,4.533333333,2.3,3.1,2,0,1,2.4,52,3.4,2.25,3,0,1,Hillary Clinton,3,3,2,2,2,1,2,2,,10,30,40,20,2,10,2,1,2,19,"2,4",3,,8,1,13,1,1,2,2,Clinton,2,1,2
67,35,3,3,3,3,3,5.25,6,4,5.666666667,4.066666667,3.3,3,4.333333333,8,2,2.9,42,3.8,4,4,0,1,undecided,4,4,2,2,2,2,2,2,,90,90,90,90,5,9,4,1,2,19,"2,4",3,,5,1,19,1,1,4,4,dontknow,2,1,2
67,34,4,3.5,4,3.5,3.75,6.5,5.75,6,6.833333333,3.4,1.7,3.2,3.333333333,6,5.25,3,,3,2.5,5,0,1,Donald Trump,5,5,2,2,2,2,2,2,,25,25,25,25,2,11,1,1,2,18,2,3,,9,1,18,1,1,6,7,Trump,2,1,2
72,31,4,4,3.5,3,3.625,6,6,5.5,5.833333333,5.066666667,2.2,3,1,6,2.75,3,42,1.6,2.25,3.5,1,1,neither,4,4,2,2,2,2,2,2,,30,30,25,15,5,11,3,1,2,20,5,3,,8,1,20,1,1,6,6,neither,2,6,2
67,36,4,3.5,3,4,3.625,7,7,7,5.666666667,3.466666667,2.9,3.4,1,6,1.25,2.7,,4.2,4.5,5,0,1,Donald Trump,5,4,2,2,2,2,2,2,,30,40,15,15,5,10,3,1,2,18,"2,4,6",3,,5,1,18,1,1,5,6,Trump,2,1,2
60,36,4,4,4,4,4,4.5,6.5,5.5,2.833333333,3.266666667,4.1,2.9,3,6,3,3.4,,3,3.75,5,0,1,Hillary Clinton,3,2,2,2,2,2,2,2,,20,0,60,20,4,12,2,1,2,20,"2,6",3,,1,1,20,1,1,4,3,Clinton,2,1,2
77,44,4,3.5,4,3.5,3.75,5.5,3.25,4.5,5.166666667,2.933333333,3.6,3,2.666666667,2,2,3.1,,3.6,3.75,4,1,1,Hilary Clinton,2,2,2,2,2,2,2,2,,20,30,40,10,3,8,5,2,2,22,3,3,,2,1,22,1,1,,,Clinton,2,2,2
56,37,4,3.5,4,4,3.875,7,6.25,7,5.833333333,3.8,4.5,3,5,5,1,3.3,,3.8,3.25,3.5,0,1,Not voting because I didn't sign up for absentee ballot,4,3,2,2,2,2,2,2,,28,22,20,30,4,11,1,1,2,21,5,3,,7,1,21,1,1,3,3,notvote,2,1,2
67,33,4,3.5,4,4,3.875,6.75,6.5,6.5,4.166666667,3.066666667,4.5,2.8,1,3,2,3.9,37,4,3.75,5,0,1,Hilary Clinton,4,4,1,2,2,1,2,2,,25,25,25,25,4,8,1,1,2,18,"2,6",3,,6,1,18,1,1,2,3,Clinton,2,1,2
70,34,4,4,3.5,4,3.875,4.75,6.75,5,4.333333333,2.933333333,4.1,3,4.333333333,10,5,3.6,44,4.6,4.75,4,0,1,Clinton,4,4,2,2,2,2,2,2,,10,15,50,25,5,9,3,1,2,18,"3,5,7",3,,5,1,14,1,1,,,Clinton,2,1,2
68,37,4,4,4,4,4,5,5,4.75,5,3.133333333,3,2.9,4.333333333,5,4.25,3.1,,4,4,4,0,1,Hillary Clinton,5,3,2,2,2,2,2,2,,20,20,25,35,4,12,2,1,2,19,"2,3",3,,8,1,19,1,1,2,2,Clinton,2,1,2
55,32,4,4,4,4,4,6.75,5.25,7,4.333333333,2,3.8,2.8,1,1,2,4.1,35,3.6,4.75,5,0,1,Clinton,2,3,,,1,1,,,,30,20,20,30,4,8,3,1,2,18,"3,5",3,,7,1,18,1,1,1,1,Clinton,2,1,2
68,40,3.5,3,4,3.5,3.5,7,7,7,7,5.266666667,2.8,3.6,1,6,1.25,1.8,34,2.4,2,2,0,1,Hilary Clinton,3,3,2,2,2,2,2,2,,35,35,20,10,5,12,3,1,2,22,"2,3,6,7",3,,7,2,,1,1,,,Clinton,2,1,2
76,33,3.5,3,4,3.5,3.5,6,6,4.5,3.833333333,4.266666667,3.7,3,3.333333333,6,2,3,34,4,4,4,0,1,trump,4,4,2,2,2,2,2,2,,20,30,40,10,5,12,2,2,1,21,1,3,,1,1,21,1,1,4,7,Trump,2,1,2
75,35,4,3,4,4,3.75,5.75,6.25,5.75,6.5,3.266666667,3.7,3,1,1,1.25,2.6,,3.6,4.25,4,0,1,I dont know,5,5,2,2,2,2,2,2,,20,40,30,10,4,11,2,1,2,18,"2,4",3,,1,1,18,1,1,,,dontknow,2,1,2
68,29,4,3,3.5,4,3.625,5.75,6.25,7,5,3.733333333,3.7,3,2.666666667,5,2.25,3.2,,4,3.5,4,1,1,Hillary Clinton,4,4,2,2,2,2,2,2,,25,30,25,20,5,10,4,1,1,19,"3,5",3,,1,1,19,1,1,3,3,Clinton,2,4,2
80,43,4,4,4,4,4,5.75,5,6,5.333333333,3.533333333,3.4,3,1,2,4,3.5,42,3,3,3,0,1,Donald Trump,4,4,2,2,2,2,2,2,,50,20,20,10,5,9,4,1,2,19,2,3,,7,1,19,1,1,6,6,Trump,2,1,2
66,35,2.5,4,3,3,3.125,6.75,5.75,6.25,3.5,3.733333333,3.8,2.6,2,2,2,3.6,42,2.4,3,2.5,0,1,Trump,4,4,2,2,2,2,2,2,,95,80,85,90,5,8,2,1,2,19,"3,5,7",3,,2,1,19,1,1,5,5,Trump,2,1,2
70,35,3,4,4,3.5,3.625,6.25,6.75,7,5.333333333,4.8,4,3.3,1,0,1.25,2.9,,2.4,3,4,0,1,Hillary Clinton,3,3,2,2,2,2,2,2,,30,10,40,20,3,10,1,1,1,19,2,3,,7,1,19,1,1,2,2,Clinton,2,1,2
62,30,4,4,4,4,4,4.5,4.25,4,4.333333333,3.533333333,2.8,2.7,5.666666667,4,4.25,3.2,42,3,2.5,3.5,0,1,Hillary Clinton,4,4,2,2,2,2,2,2,,10,20,60,10,3,16,1,1,2,20,"2,3,4,5,7",3,,3,1,20,1,1,2,2,Clinton,2,1,2
79,36,2.5,2.5,2.5,2,2.375,1.25,5,1.75,4.166666667,3.733333333,4.2,2.6,3.333333333,2,1,2.9,,2.4,2.75,1,1,1,idk,2,1,2,2,2,2,2,2,,20,25,50,5,3,12,3,1,2,18,3,3,,3,1,1,1,1,,4,dontknow,2,4,2
76,29,3.5,4,4,4,3.875,5,5.5,1,1.666666667,3.4,4.3,3.2,1,1,2.75,4.1,,4,3.25,4,,1,Hillary Clinton,5,3,2,2,2,2,2,2,,30,20,40,10,4,11,2,1,2,19,"2,4,6",3,,8,1,19,1,1,3,1,Clinton,2,7,2
67,33,4,4,3,3,3.5,5.25,5.75,6,4.5,3.133333333,3.8,2.7,2,4,3.75,4.5,,3.6,3.5,3,0,1,Hillary Clinton,4,4,2,2,2,2,2,2,,100,100,75,50,4,10,2,1,2,19,"2,3,6,7",3,,9,1,19,1,1,4,3,Clinton,2,1,2
63,43,3,3,3,3,3,4.25,4.5,4,5,3.466666667,2.9,2.5,1.666666667,5,2.75,2.5,,1,1,1,0,1,Hilary,1,3,2,2,2,2,2,2,,0,0,50,50,1,25,1,2,2,21,"2,3,4,5,6,7",3,,1,1,21,1,1,2,2,Clinton,2,1,2
80,37,3,3.5,4,3.5,3.5,7,6,2.75,5.166666667,5,2.2,3.8,1,6,1,1.4,,1,1.25,1,0,1,Trump,4,5,2,2,2,2,2,2,,25,25,40,10,5,11,4,1,1,21,"2,4,6",3,,1,1,21,1,1,6,6,Trump,2,1,2
77,35,4,4,4,4,4,7,7,7,4.333333333,4.666666667,4,2.9,3,1,1.25,3.1,,3.4,4.25,4,0,1,Trump,4,4,2,2,2,2,2,2,,50,30,15,5,5,9,2,1,2,19,"2,4,6",3,,1,1,19,1,1,5,6,Trump,2,1,2
77,32,4,3.5,4,4,3.875,6.25,6.25,5,5.333333333,4.933333333,3.4,2.8,1,2,1.25,2.4,,4,2.75,4,1,1,gary johnson,4,4,2,2,2,2,2,2,,30,25,25,20,5,13,2,1,2,22,2,3,,6,1,22,1,1,4,2,Johnson,2,6,2
61,35,4,4,4,4,4,6.5,5,7,4.833333333,4.933333333,3.7,3,2,2,2.5,3.5,,2.8,3.5,3,0,1,Hillary Clinton,4,3,2,2,2,2,2,2,,20,12,50,18,4,11,2,1,2,20,"3,5,7",3,,7,1,20,1,1,2,2,Clinton,2,1,2
69,32,3.5,2,4,3,3.125,6,4.75,5.5,4.166666667,4,3.2,3,3.666666667,1,1,3.1,,4.4,4,5,1,1,hilary,4,4,2,2,2,2,2,2,,10,35,35,20,2,11,1,1,2,19,1,3,,4,1,2,1,1,,,Clinton,2,4,2
74,41,4,4,3.5,3.5,3.75,6,6.25,7,6.166666667,4.2,3.9,3.2,3,6,2,3.3,,3.8,4,5,0,1,Gary Johnson,4,4,2,2,2,2,2,2,,25,40,25,10,5,11,4,1,2,18,"2,4,6",3,,7,1,18,1,1,4,3,Johnson,2,1,2
73,39,4,4,4,4,4,6,6.5,7,5.666666667,3,4.2,3.4,4.333333333,3,2.5,3.7,45,3.4,3.75,5,0,1,Clinton,4,4,1,1,2,2,2,2,,30,10,50,10,4,9,2,4,2,19,"2,3",3,,1,1,19,1,1,3,2,Clinton,2,1,2
78,34,3.5,3.5,3.5,3.5,3.5,7,5.75,5.5,3.5,2.6,3.9,2.9,3,4,3.5,3.3,34,4.2,4.75,5,0,1,not voting,4,3,2,2,2,2,2,2,,30,20,40,10,5,10,3,1,2,19,"2,4,6",3,,4,1,19,1,1,4,3,notvote,2,1,2
45,46,3.5,3,3.5,3,3.25,5.5,5,6,5,3.866666667,2.4,2.9,2,1,1,2.5,,2.6,2.75,2,0,1,neither,3,3,2,2,2,2,2,,,20,15,15,50,3,7,2,2,2,19,2,3,,1,1,19,1,1,2,2,neither,2,1,2
72,38,3.5,4,3.5,3,3.5,5.75,5.75,6.5,5.166666667,4,4.1,3.4,2.333333333,0,1.75,3.1,41,3.2,2,4,0,1,Hillary Clinton,4,4,2,2,1,1,2,2,,35,30,25,10,5,9,4,1,2,22,"2,4",3,,8,1,22,1,1,6,6,Clinton,1,1,2
68,36,4,3.5,3.5,3.5,3.625,6,5.75,6,5,4.333333333,3.3,2.9,4.333333333,4,1,2.2,,3.2,2.5,3,0,1,Third party,5,5,2,2,2,2,2,2,,90,100,90,85,4,12,2,1,1,20,2,3,,7,1,20,1,1,5,5,thirdparty,2,1,2
62,35,4,3.5,3.5,3.5,3.625,5.75,7,4,4.833333333,3.066666667,3.3,2.7,4.666666667,6,1.25,3.1,34,3.2,4,3,0,1,Trump,4,5,2,2,2,2,2,2,,25,25,25,25,3,13,2,1,1,19,3,3,,1,1,19,1,1,5,5,Trump,2,1,2
68,35,3.5,3,3.5,4,3.5,6.75,7,7,6.333333333,4.533333333,3.8,3.3,1.333333333,8,1.75,1.9,,3,3,4.5,0,1,Donald Trump,4,5,2,2,2,2,2,2,,50,20,10,20,5,9,3,1,1,20,"3,5",3,,7,1,20,1,1,5,6,Trump,2,1,2
71,39,3.5,2.5,3,3.5,3.125,4.5,5.25,5,4.833333333,3.533333333,3.1,3.4,1.333333333,5,3,3.2,39,3.6,3.5,4,1,1,Hilary Clinton,5,5,2,2,2,2,2,2,,30,30,30,10,3,10,2,2,2,23,"2,3,4,5,6,7",3,,3,1,23,1,1,3,1,Clinton,2,3,2
71,33,4,4,4,4,4,6,7,7,1.166666667,3,4.4,2.5,1,2,3.25,4.2,,3.4,3.5,4,1,1,Hillary Clinton,3,3,2,2,2,1,2,2,,30,30,30,10,4,10,2,1,2,19,"3,5",3,,1,1,19,1,1,2,2,Clinton,2,4,2
55,32,4,4,3.5,3.5,3.75,6,4,7,3,2.133333333,3.8,3.4,3,6,2,2.9,,1.8,1,2,0,1,Hillary Clinton,4,5,2,2,2,2,2,2,,30,25,35,10,5,16,2,1,1,19,6,3,,6,1,19,1,1,2,2,Clinton,2,1,2
66,49,4,4,3.5,3,3.625,6,5,5.75,5.666666667,4.666666667,2.4,3.2,3.333333333,5,2.75,2.5,,2.8,4,3.5,0,1,Clinton,4,4,2,2,2,2,2,2,,15,20,45,20,4,8,2,2,2,22,"2,6",3,,2,1,22,1,1,3,2,Clinton,2,1,2
70,37,2.5,3.5,4,4,3.5,1,4.75,7,2.166666667,2.866666667,2.4,2.6,1,2,1,3.3,23,1,1,1,0,1,Jill Stein,4,2,2,2,1,1,2,,,40,40,10,10,4,14,2,1,2,25,"2,6",3,,2,1,25,1,1,2,3,Stein,1,1,2
55,34,2.5,3.5,2.5,3.5,3,5.25,6.25,6.25,2.333333333,3,3.2,2.2,5,6,1.75,4.1,42,2.8,1.75,1,1,1,Hillary Clinton,4,2,2,2,2,2,2,2,,25,25,25,25,4,12,2,4,2,23,2,1,,5,1,23,1,1,3,3,Clinton,2,2,2
57,29,3.5,4,4,3.5,3.75,2.25,2.75,4.75,1.666666667,1.8,3.3,2.5,6.333333333,6,3.25,3.1,,3.8,3.75,4,1,1,Clinton,4,2,2,2,2,2,2,2,,20,20,20,40,3,13,1,1,2,19,"3,5,7",3,,1,1,19,1,1,3,2,Clinton,2,4,2
72,31,4,4,4,4,4,6,6,6,5.666666667,3.6,3.4,3,2.666666667,2,1.25,2.9,,3.4,3,3,0,1,Donald J. Trump,5,5,1,2,2,2,2,2,,25,25,25,25,5,14,2,1,1,20,5,3,,6,1,20,1,1,5,5,Trump,2,1,2
77,59,2.5,4,2.5,3.5,3.125,6.25,6,7,6.333333333,3.533333333,3.7,2.9,6,6,4,3.4,,4.6,4.75,4,0,1,Trump,4,5,2,2,2,2,2,,,35,20,40,5,4,9,3,1,2,20,5,3,,6,1,20,1,1,6,6,Trump,2,1,2
62,42,4,3,4,4,3.75,6.75,7,4,4.333333333,4.6,3.3,3.4,1,1,1,2.1,,4.6,3.75,3.5,0,1,Hillary Clinton,1,1,2,2,2,2,2,2,,20,10,40,30,2,11,2,2,2,19,1,3,,2,1,19,1,1,2,2,Clinton,2,1,2
77,41,3.5,4,4,3.5,3.75,6.75,6.5,6.5,6.333333333,3.533333333,2.4,3.8,1,4,1.75,2,48,3,3.5,4,0,1,Donald Trump,4,4,2,2,2,2,1,,,25,30,25,20,5,10,4,2,2,21,"2,6",3,,5,1,21,1,1,6,6,Trump,2,1,2
65,38,4,3,3.5,3.5,3.5,6,6,6.5,5.666666667,2.733333333,4.2,3.6,1,0,2.25,2.3,42,4.2,3.5,3.5,0,1,Hilary Clinton,5,5,2,2,2,2,2,2,,35,35,20,10,5,14,4,1,2,19,"2,4",3,,1,1,16,1,1,3,3,Clinton,2,1,2
53,37,2,4,2,2.5,2.625,4.5,3.25,3.25,2,2.2,2.9,2.3,3.666666667,2,1,4.7,33,1.4,1,3,1,1,trump,2,2,2,2,2,1,2,2,,0,0,50,50,3,14,4,1,2,22,1,3,,4,2,,1,1,4,4,Trump,1,4,2
73,40,4,4,4,4,4,6.5,6,6,5.833333333,3.6,3.1,3.2,2.333333333,3,1.25,2.7,,4.4,3.75,3,0,1,Hillary Clinton,4,4,2,2,2,2,2,2,,20,20,40,20,5,11,2,1,2,20,"2,4",3,,6,1,20,1,1,2,3,Clinton,2,1,2
69,31,3.5,4,3.5,3,3.5,6.25,6,7,3.666666667,3.666666667,4.5,2.6,2.333333333,0,1,3.6,42,3.2,2.75,4,0,1,Hilary Clinton,4,3,2,2,2,2,2,2,,50,20,20,10,5,7,4,1,2,18,"2,3,4,5,6,7",3,,7,1,18,1,1,3,3,Clinton,2,1,2
80,36,4,3.5,4,4,3.875,7,7,6.25,6,3.066666667,4.3,3.1,3.333333333,8,3,2.2,,4.4,4.5,5,0,1,Donald Trump,3,4,2,2,2,2,2,2,,25,25,25,25,5,8,4,1,2,18,"2,4,6",3,,5,1,18,1,1,5,5,Trump,2,1,2
73,34,3,3,3,3.5,3.125,7,4.75,6,4.833333333,3.066666667,3.5,3.1,4,3,2.5,3,37,3.2,3.25,3,1,1,Neither,3,3,2,2,2,2,2,2,,30,30,25,15,5,10,4,1,1,19,1,3,,1,1,3,1,1,,,neither,2,4,2
71,35,4,4,3.5,4,3.875,7,7,5.25,6.666666667,4.266666667,2.7,3.4,1,2,1.25,2.4,42,5,5,5,0,1,Gary Johnson,4,4,2,2,2,2,2,2,,30,30,30,10,5,10,2,1,2,18,"2,6",3,,7,1,18,1,1,4,4,Johnson,2,1,2
71,36,4,4,4,3.5,3.875,7,7,7,4.5,4.933333333,3,3.2,1.666666667,5,1.5,2.5,,3.8,4,4,1,1,Hillary Clinton,5,4,2,2,2,2,2,2,,25,35,35,5,3,11,2,1,2,18,"2,3,6,7",3,,7,1,18,1,1,3,2,Clinton,2,2,2
61,35,3.5,4,3,3.5,3.5,6,6,5,5.166666667,3.933333333,2.8,2.9,1.666666667,1,2.5,3.6,,2.6,3.5,4,0,1,Hillary,3,3,2,2,2,2,2,2,,30,5,40,25,3,12,2,2,2,20,3,3,,2,1,20,1,1,1,2,Clinton,2,1,2
73,54,3.5,4,4,4,3.875,7,5.25,7,5,4.2,4.1,3.7,1.666666667,4,1.25,2.8,,3,4,4,0,1,Hillary Clinton,5,5,2,2,2,2,2,2,,30,35,20,15,3,10,1,2,1,19,4,3,,4,1,19,1,1,2,3,Clinton,2,1,2
77,43,4,4,3.5,3,3.625,4.5,6,6,4.166666667,3.4,2.6,3.1,4,4,3.75,3.2,42,3,3,4,1,1,Hillary Clinton,4,4,2,2,2,2,2,2,,10,40,45,5,3,7,3,1,2,19,"2,3,4,5,6,7",3,,2,1,19,1,1,4,2,Clinton,2,3,2
80,40,4,3.5,4,4,3.875,7,7,7,6,4.6,3.2,3.8,1,4,1,2.4,,3.6,4.25,4.5,0,1,Jill Stein,4,4,2,2,2,2,2,2,,30,30,20,20,5,14,2,1,2,19,1,3,,5,1,19,1,1,1,3,Stein,2,1,2
63,33,4,4,4,3.5,3.875,7,7,7,3.333333333,3.466666667,2.9,3.4,6,10,1,2.3,,3,4,4,1,1,,4,4,2,2,2,2,2,2,,0,40,30,30,5,12,1,1,2,18,3,3,,5,1,1,1,1,2,4,,2,4,2
70,37,3.5,4,4,4,3.875,3.5,5,7,4.666666667,2.866666667,3.9,3.1,6,6,1.25,2.9,34,3.2,3.25,3,0,1,Hillary Clinton,4,4,2,2,2,2,2,2,,35,40,20,5,5,8,4,2,1,18,6,3,,7,1,18,1,1,6,6,Clinton,2,1,2
72,39,4,4,4,4,4,7,6.5,7,6,3.2,3.2,3,3.333333333,7,2,1.8,42,3,3,3,0,1,Gary Johnson,4,4,2,2,2,2,2,,,30,30,25,15,4,10,3,1,2,20,"2,3,4,5",3,,7,1,20,1,1,6,6,Johnson,2,1,2
26,50,4,4,4,4,4,5.75,6.5,6,4.833333333,3.866666667,3.2,3.4,6,12,1.25,3.3,38,3.6,4,3,0,1,Donald Trump,5,5,2,2,2,2,2,,,15,20,50,15,5,14,4,1,1,18,"2,3,7",3,,8,1,18,1,1,,,Trump,2,1,2
68,32,4,3.5,4,3.5,3.75,6.75,5.5,6.25,3.5,4.133333333,2.6,3.2,3.666666667,6,2,2.3,46,2.8,2.75,3,1,1,Clinton,4,4,2,2,2,2,2,,,30,30,30,10,4,12,2,1,1,21,2,3,,6,1,2,1,1,4,3,Clinton,2,4,2
44,33,4,4,3.5,4,3.875,4,4.5,2.75,4.166666667,3.666666667,2.9,2.7,2,5,1.5,2.9,,2.6,2.75,3,0,1,Hillary Clinton,4,4,2,2,2,2,2,2,,25,25,40,10,5,16,1,1,1,19,2,3,,6,1,19,1,1,3,2,Clinton,2,1,2
80,38,4,4,4,3.5,3.875,7,7,7,6.666666667,2.466666667,3.1,3.9,1,2,3.25,3.1,,3.2,3.5,3,1,1,Hilarie,5,4,2,2,2,2,2,2,,30,30,20,20,4,8,3,2,2,21,"2,3,6,7",3,,5,1,1,1,1,3,4,Clinton,2,4,2
61,43,3,3.5,3.5,3.5,3.375,6.5,5.5,5.75,5.833333333,3,4.4,3,5,7,3,3.5,42,3.4,3.75,4.5,1,1,Trump,3,2,2,2,2,2,2,2,,40,10,30,20,4,9,1,1,2,21,1,3,,4,2,,1,1,3,4,Trump,2,4,2
68,33,3,4,3,4,3.5,7,6.75,7,4.5,4.6,3.5,3.2,2,2,1.5,3.4,,2.4,3.25,3,0,1,Trump,4,4,2,2,2,2,2,2,,40,0,40,20,5,8,5,1,2,20,"2,4",3,,7,1,20,1,1,4,6,Trump,2,1,2
79,41,3.5,4,3.5,3,3.5,6.5,5.75,7,6.166666667,5.333333333,3.4,2.9,5,6,2,2.8,,4.4,3.75,4,0,1,Hilary Clinton,4,4,2,2,2,2,2,2,,20,30,40,10,4,12,2,1,2,20,2,3,,5,1,3,1,1,4,2,Clinton,2,1,2
74,54,4,4,4,4,4,6.5,6,7,6,4.2,3.4,3.1,3,10,2,2.9,,4.2,4.75,4,0,1,Clinton,4,4,2,2,2,2,2,2,,35,25,30,10,5,10,3,2,2,18,"2,4,6",3,,7,1,12,1,2,2,2,Clinton,2,1,2
70,37,4,4,4,3,3.75,7,6.25,7,6.166666667,4.6,3.9,3.7,1,6,4,3.3,42,5,5,5,1,1,Hillary Clinton,2,2,2,2,2,2,2,1,Dyslexic,5,10,55,30,3,11,2,1,2,19,1,3,,1,2,,1,2,,,Clinton,2,6,2
78,30,4,4,3,3,3.5,7,5,4.25,3.666666667,4.533333333,3.8,3.2,1.666666667,4,1.75,2.7,34,3.4,3.25,3.5,0,1,Hillary Clinton,4,3,2,2,2,2,2,2,,10,40,50,0,3,11,3,1,2,19,"3,5,7",3,,1,1,19,1,2,3,3,Clinton,2,1,2
77,36,3,4,3,3,3.25,7,7,7,6,3.133333333,3,4,1,5,3.25,3.2,43,3.6,3.75,3.5,1,1,Hillary Clinton,1,1,2,2,1,2,2,2,,15,30,40,15,2,10,2,1,2,19,1,3,,1,2,,1,2,,,Clinton,2,6,2
